Date,Open,High,Low,Close,Volume,Market Cap
"Apr 12, 2017",0.260292,0.264454,0.23769099999999999,0.263935,29048,12618300
"Apr 13, 2017",0.252542,0.26484800000000003,0.222464,0.24804400000000001,80310,12249500
"Apr 14, 2017",0.24826700000000002,0.326268,0.248036,0.28576,96482,12048900
"Apr 15, 2017",0.285635,0.366705,0.268545,0.316422,79930,13870300
"Apr 16, 2017",0.316446,0.380441,0.307429,0.332347,73191,15375000
"Apr 17, 2017",0.332434,0.364128,0.308436,0.314754,37037,16160900
"Apr 18, 2017",0.319895,0.338398,0.30407399999999996,0.32752600000000004,31597,15560000
"Apr 19, 2017",0.32764699999999997,0.33217199999999997,0.30446100000000004,0.309676,25146,15946000
"Apr 20, 2017",0.315232,0.32946,0.271381,0.31955,49001,15350300
"Apr 21, 2017",0.31955,0.32115900000000003,0.283127,0.313633,33184,15569200
"Apr 22, 2017",0.31380399999999997,0.37400900000000004,0.294527,0.357342,53642,15297700
"Apr 23, 2017",0.357256,0.366833,0.322079,0.327527,27080,17425500
"Apr 24, 2017",0.327527,0.337291,0.306236,0.336252,36161,15984500
"Apr 25, 2017",0.336395,0.339982,0.301563,0.31149499999999997,55448,16426300
"Apr 26, 2017",0.305073,0.347344,0.285675,0.345613,56172,14905100
"Apr 27, 2017",0.345825,0.346962,0.317972,0.328388,40806,16905400
"Apr 28, 2017",0.328391,0.34584699999999996,0.316634,0.32702600000000004,23729,16062300
"Apr 29, 2017",0.327364,0.347195,0.32423,0.330458,35801,16020800
"Apr 30, 2017",0.331766,0.347129,0.323054,0.338296,60314,16245300
"May 01, 2017",0.34720100000000004,0.38608200000000004,0.330253,0.38096199999999997,64683,17010300
"May 02, 2017",0.380143,0.47431999999999996,0.363964,0.474314,132270,18634400
"May 03, 2017",0.474627,0.538704,0.43526899999999996,0.514217,193835,23278700
"May 04, 2017",0.5144340000000001,0.526513,0.432284,0.47790600000000005,101313,25244900
"May 05, 2017",0.478995,0.502972,0.44811999999999996,0.453743,78014,23518900
"May 06, 2017",0.45923100000000006,0.499354,0.45014799999999994,0.462496,60556,22560900
"May 07, 2017",0.46252600000000005,0.519124,0.46252600000000005,0.49152799999999996,43670,22736200
"May 08, 2017",0.491593,0.544211,0.425803,0.544211,74530,24178000
"May 09, 2017",0.544381,0.544447,0.422462,0.449396,65980,26788700
"May 10, 2017",0.44856999999999997,0.49295500000000003,0.43985799999999997,0.458449,59720,22085900
"May 11, 2017",0.459272,0.504429,0.454404,0.484217,49355,22625000
"May 12, 2017",0.484732,0.494224,0.427058,0.44514,42016,23892200
"May 13, 2017",0.44422,0.453305,0.401307,0.449024,42863,21907500
"May 14, 2017",0.45046099999999994,0.480651,0.432284,0.479475,35918,22227200
"May 15, 2017",0.479757,0.48049200000000003,0.425713,0.436881,23185,23685400
"May 16, 2017",0.43778,0.453376,0.41568999999999995,0.438086,45719,21624500
"May 17, 2017",0.426282,0.46830200000000005,0.393877,0.447909,103509,21067800
"May 18, 2017",0.44766999999999996,0.46896099999999996,0.39983,0.466791,39562,22136500
"May 19, 2017",0.46706000000000003,0.47471199999999997,0.404879,0.466487,99650,23107500
"May 20, 2017",0.465979,0.49178,0.43279399999999996,0.44947299999999996,68930,23066500
"May 21, 2017",0.449312,0.488446,0.414839,0.414839,84156,22253200
"May 22, 2017",0.416235,0.468204,0.405001,0.432462,158465,20626200
"May 23, 2017",0.43173999999999996,0.534276,0.42569300000000004,0.49759,152495,21406000
"May 24, 2017",0.49818999999999997,0.566901,0.48966899999999997,0.523613,178851,24713800
"May 25, 2017",0.522988,0.5890270000000001,0.45005600000000007,0.45661199999999996,95981,25957800
"May 26, 2017",0.453132,0.554606,0.43121000000000004,0.44539300000000004,46327,22502400
"May 27, 2017",0.448141,0.472117,0.371703,0.41832299999999994,54083,22267500
"May 28, 2017",0.410804,0.48894499999999996,0.410804,0.42834700000000003,44492,20423000
"May 29, 2017",0.42747299999999994,0.45503699999999997,0.414372,0.43362700000000004,60684,21262800
"May 30, 2017",0.43413100000000004,0.44659499999999996,0.393719,0.42677600000000004,79084,21605200
"May 31, 2017",0.428547,0.452064,0.376714,0.43476899999999996,84282,21338500
"Jun 01, 2017",0.434612,0.5369619999999999,0.42724399999999996,0.536875,97272,21651800
"Jun 02, 2017",0.537118,0.537509,0.48419700000000004,0.5106970000000001,87354,26772400
"Jun 03, 2017",0.510472,0.542683,0.48300200000000004,0.48300200000000004,103213,25457200
"Jun 04, 2017",0.48169799999999996,0.618668,0.476908,0.548239,100636,24022200
"Jun 05, 2017",0.548516,0.6963560000000001,0.529401,0.6797529999999999,171676,27354400
"Jun 06, 2017",0.681812,0.789461,0.605204,0.770354,190706,34055400
"Jun 07, 2017",0.770578,0.7729590000000001,0.653179,0.669555,114399,38509300
"Jun 08, 2017",0.67292,0.744513,0.66222,0.705534,74622,33647900
"Jun 09, 2017",0.703496,0.9964850000000001,0.701206,0.962084,471352,35195000
"Jun 10, 2017",0.9635290000000001,1.02,0.920536,1.01,158366,48228700
"Jun 11, 2017",1.01,1.04,0.936918,1.02,174959,50675700
"Jun 12, 2017",1.0,1.02,0.7435689999999999,0.7652979999999999,209839,50317000
"Jun 13, 2017",0.7360899999999999,0.959041,0.7360899999999999,0.874108,163073,36900900
"Jun 14, 2017",0.873597,0.9468690000000001,0.766664,0.800977,82636,43816400
"Jun 15, 2017",0.800917,0.948887,0.711733,0.90194,354510,40191500
"Jun 16, 2017",0.8739530000000001,0.9545459999999999,0.8254469999999999,0.9543889999999999,111335,43878700
"Jun 17, 2017",0.904739,0.9727030000000001,0.904739,0.9727030000000001,75736,45447300
"Jun 18, 2017",0.9727049999999999,1.04,0.941483,0.9785709999999999,216481,48886300
"Jun 19, 2017",0.979808,0.9994649999999999,0.8606309999999999,0.90415,188903,49267900
"Jun 20, 2017",0.9121319999999999,0.9490200000000001,0.792375,0.850483,146892,45888100
"Jun 21, 2017",0.850483,0.8967950000000001,0.7994020000000001,0.8794569999999999,40094,42807900
"Jun 22, 2017",0.8794569999999999,1.08,0.8013819999999999,0.965873,232286,44288600
"Jun 23, 2017",0.965849,1.11,0.9126850000000001,0.980792,164614,48663600
"Jun 24, 2017",0.973932,1.01,0.928266,0.928266,109735,49096700
"Jun 25, 2017",0.926444,0.9941909999999999,0.895214,0.911918,84529,46727300
"Jun 26, 2017",0.912267,0.94204,0.7228100000000001,0.8649180000000001,182682,46035300
"Jun 27, 2017",0.8649180000000001,0.9206700000000001,0.760289,0.907703,130262,43665800
"Jun 28, 2017",0.9136190000000001,1.0,0.868392,0.981915,195957,46149500
"Jun 29, 2017",0.981692,1.02,0.9168069999999999,0.979092,199762,49612600
"Jun 30, 2017",1.0,1.01,0.9053559999999999,0.919768,150335,50768900
"Jul 01, 2017",0.9196110000000001,0.9358920000000001,0.8763559999999999,0.898078,96537,46521100
"Jul 02, 2017",0.886151,0.938902,0.8691180000000001,0.889805,166958,44850500
"Jul 03, 2017",0.920747,0.9724379999999999,0.8804629999999999,0.921802,82523,46626400
"Jul 04, 2017",0.9090950000000001,1.7,0.9090950000000001,1.36,2672690,46059200
"Jul 05, 2017",1.36,1.36,1.14,1.22,563802,68695500
"Jul 06, 2017",1.2,1.23,1.09,1.13,257072,60664000
"Jul 07, 2017",1.13,1.16,0.84105,1.01,532305,57378900
"Jul 08, 2017",1.01,1.05,0.804477,0.8558309999999999,234306,51094200
"Jul 09, 2017",0.8413510000000001,0.9618270000000001,0.817537,0.89971,121644,42731500
"Jul 10, 2017",0.918444,0.93406,0.60106,0.629911,261093,46672200
"Jul 11, 2017",0.7246229999999999,0.871818,0.61512,0.788928,261613,36840800
"Jul 12, 2017",0.777504,0.852949,0.747174,0.852949,149635,39548500
"Jul 13, 2017",0.817345,0.864225,0.762313,0.766786,118535,41595100
"Jul 14, 2017",0.766424,0.817975,0.641662,0.671212,83465,39022600
"Jul 15, 2017",0.657758,0.728604,0.6094930000000001,0.6891520000000001,70306,33506000
"Jul 16, 2017",0.673937,0.712173,0.563667,0.602598,148355,34346600
"Jul 17, 2017",0.596123,0.737328,0.5895729999999999,0.66174,195474,30395600
"Jul 18, 2017",0.663452,0.747871,0.6229060000000001,0.688882,97711,33844500
"Jul 19, 2017",0.692665,0.724741,0.645506,0.668954,114779,35352500
"Jul 20, 2017",0.654227,0.8812399999999999,0.654227,0.8489479999999999,205443,33406700
"Jul 21, 2017",0.8505719999999999,0.88105,0.807041,0.826216,107721,43453500
"Jul 22, 2017",0.826024,0.8992899999999999,0.80209,0.885558,75508,42219600
"Jul 23, 2017",0.885559,0.8939020000000001,0.8208340000000001,0.8697799999999999,38609,45284200
"Jul 24, 2017",0.8687969999999999,1.09,0.8582879999999999,0.9671,182197,44448100
"Jul 25, 2017",0.966996,0.997892,0.794586,0.9004530000000001,151310,49495600
"Jul 26, 2017",0.900962,0.926183,0.779596,0.8598530000000001,92883,46137500
"Jul 27, 2017",0.8668299999999999,0.909032,0.835375,0.8748,82798,44411100
"Jul 28, 2017",0.877453,0.896623,0.768555,0.8371270000000001,107556,44976500
"Jul 29, 2017",0.8339540000000001,0.8739309999999999,0.795776,0.8662120000000001,46596,42767100
"Jul 30, 2017",0.8662200000000001,0.9360430000000001,0.809855,0.90348,46562,44442600
"Jul 31, 2017",0.910533,0.910533,0.7930149999999999,0.853145,78791,46738000
"Aug 01, 2017",0.8452440000000001,0.900034,0.752093,0.8638549999999999,117576,43407100
"Aug 02, 2017",0.8670059999999999,0.9096120000000001,0.8339040000000001,0.888175,71396,44545400
"Aug 03, 2017",0.889719,0.956714,0.8829670000000001,0.893759,131043,45733600
"Aug 04, 2017",0.894759,0.96636,0.881712,0.9413309999999999,73502,46014300
"Aug 05, 2017",0.940915,1.06,0.935666,0.97635,146429,48410300
"Aug 06, 2017",0.9765870000000001,1.09,0.952391,0.9913549999999999,142223,50269400
"Aug 07, 2017",0.9891709999999999,1.21,0.967018,1.14,460537,50940900
"Aug 08, 2017",1.17,1.28,1.12,1.19,285729,60453400
"Aug 09, 2017",1.19,1.23,1.1,1.13,149309,61339500
"Aug 10, 2017",1.13,1.25,1.13,1.19,251068,58299200
"Aug 11, 2017",1.2,1.32,1.13,1.31,224994,61764900
"Aug 12, 2017",1.31,1.45,1.27,1.43,311435,67820400
"Aug 13, 2017",1.43,1.96,1.43,1.9,1983850,73738400
"Aug 14, 2017",1.95,2.05,1.7,1.8,1128680,100746000
"Aug 15, 2017",1.8,1.88,1.52,1.57,747440,93100800
"Aug 16, 2017",1.57,1.71,1.47,1.64,711771,81275300
"Aug 17, 2017",1.6,1.62,1.46,1.5,311803,82628600
"Aug 18, 2017",1.52,1.64,1.29,1.39,467703,78756100
"Aug 19, 2017",1.39,1.46,1.24,1.46,211139,71984800
"Aug 20, 2017",1.45,1.56,1.37,1.54,197457,75127600
"Aug 21, 2017",1.51,1.63,1.43,1.43,229817,78205200
"Aug 22, 2017",1.43,1.55,1.29,1.45,143167,74296500
"Aug 23, 2017",1.45,1.52,1.39,1.47,161634,75300800
"Aug 24, 2017",1.47,1.53,1.35,1.52,171793,76245400
"Aug 25, 2017",1.51,1.57,1.41,1.47,199271,78651400
"Aug 26, 2017",1.47,1.61,1.42,1.61,277921,76542700
"Aug 27, 2017",1.59,2.0,1.59,1.96,849770,82514300
"Aug 28, 2017",1.96,2.04,1.77,1.97,700963,101722000
"Aug 29, 2017",1.96,2.68,1.91,2.52,2705020,101900000
"Aug 30, 2017",2.55,3.46,2.36,3.36,5160300,132732000
"Aug 31, 2017",3.3,3.7,3.02,3.1,4709340,171694000
"Sep 01, 2017",3.08,3.19,2.6,3.01,2975660,160655000
"Sep 02, 2017",3.06,3.25,2.57,2.74,1125150,159335000
"Sep 03, 2017",2.7,3.44,2.66,3.28,1776920,140517000
"Sep 04, 2017",3.26,3.27,2.61,2.94,1348520,170242000
"Sep 05, 2017",2.95,2.99,2.58,2.91,871231,154095000
"Sep 06, 2017",2.94,3.39,2.87,3.25,1032530,153511000
"Sep 07, 2017",3.24,3.29,2.93,3.21,907597,169256000
"Sep 08, 2017",3.21,3.41,2.86,3.02,814988,167941000
"Sep 09, 2017",3.03,3.11,2.93,3.05,271862,158242000
"Sep 10, 2017",3.04,3.1,2.87,3.03,418578,158951000
"Sep 11, 2017",3.0,3.32,2.96,3.27,980299,156711000
"Sep 12, 2017",3.27,3.55,3.22,3.44,1514790,171241000
"Sep 13, 2017",3.44,3.72,3.16,3.54,2596600,180404000
"Sep 14, 2017",3.55,3.65,2.52,2.68,1654330,185838000
"Sep 15, 2017",2.69,3.14,2.21,2.94,1323940,141185000
"Sep 16, 2017",2.93,3.27,2.87,3.12,546309,153590000
"Sep 17, 2017",3.12,3.19,2.85,3.15,368094,163611000
"Sep 18, 2017",3.14,3.76,3.11,3.68,1167100,164799000
"Sep 19, 2017",3.69,3.7,3.03,3.15,1106560,193734000
"Sep 20, 2017",3.14,3.37,3.08,3.27,634895,164958000
"Sep 21, 2017",3.26,3.31,2.32,2.64,1651140,171364000
"Sep 22, 2017",2.64,2.64,2.05,2.28,1801390,138700000
"Sep 23, 2017",2.28,2.35,2.12,2.25,985438,119926000
"Sep 24, 2017",2.22,2.26,2.04,2.04,792014,117049000
"Sep 25, 2017",2.03,2.21,1.85,1.95,1532320,106746000
"Sep 26, 2017",1.98,2.11,1.91,2.11,952795,104203000
"Sep 27, 2017",2.1,2.23,1.99,2.05,1166790,110883000
"Sep 28, 2017",2.02,2.15,1.77,1.84,1352280,106721000
"Sep 29, 2017",1.84,1.92,1.66,1.73,711287,97162800
"Sep 30, 2017",1.69,1.84,1.68,1.78,493297,88977300
"Oct 01, 2017",1.79,2.05,1.77,1.83,861326,94677700
"Oct 02, 2017",1.83,1.87,1.59,1.67,987381,96524800
"Oct 03, 2017",1.68,1.8,1.54,1.67,798011,88928600
"Oct 04, 2017",1.67,1.82,1.57,1.61,402986,88469600
"Oct 05, 2017",1.61,1.65,1.5,1.56,308565,84988200
"Oct 06, 2017",1.56,1.67,1.46,1.5,506489,82661100
"Oct 07, 2017",1.49,1.51,1.33,1.38,591665,78726900
"Oct 08, 2017",1.39,1.49,1.27,1.38,548347,73778000
"Oct 09, 2017",1.39,1.41,1.22,1.28,440571,73664100
"Oct 10, 2017",1.29,1.54,1.23,1.54,347578,68460400
"Oct 11, 2017",1.52,1.82,1.44,1.59,1074180,80776500
"Oct 12, 2017",1.6,1.77,1.51,1.63,705772,84692000
"Oct 13, 2017",1.63,1.68,1.43,1.56,598231,86704900
"Oct 14, 2017",1.53,1.64,1.5,1.56,172119,81346200
"Oct 15, 2017",1.56,1.6,1.43,1.44,284399,83017500
"Oct 16, 2017",1.45,1.49,1.3,1.37,539909,77165500
"Oct 17, 2017",1.37,1.39,1.28,1.31,298550,72809700
"Oct 18, 2017",1.33,1.46,1.24,1.43,272945,70661500
"Oct 19, 2017",1.44,1.46,1.33,1.35,225367,76401400
"Oct 20, 2017",1.34,1.4,1.26,1.27,233224,71059500
"Oct 21, 2017",1.26,1.3,1.15,1.2,223652,67259100
"Oct 22, 2017",1.21,1.27,1.07,1.07,381906,64372700
"Oct 23, 2017",1.12,1.13,1.04,1.13,489424,59555100
"Oct 24, 2017",1.11,1.64,1.09,1.28,1438490,59328200
"Oct 25, 2017",1.28,1.31,1.15,1.26,339162,68234600
"Oct 26, 2017",1.26,1.27,1.1,1.18,257668,67145700
"Oct 27, 2017",1.18,1.28,1.1,1.15,276150,63009700
"Oct 28, 2017",1.15,1.19,1.06,1.11,246374,61646700
"Oct 29, 2017",1.11,1.22,1.09,1.15,427269,59040000
"Oct 30, 2017",1.15,1.2,1.09,1.12,262477,61198100
"Oct 31, 2017",1.1,1.14,0.940859,1.01,554911,59003800
"Nov 01, 2017",1.01,1.26,0.935285,1.06,910975,54080500
"Nov 02, 2017",1.06,1.08,0.9114110000000001,0.9235610000000001,405022,56815300
"Nov 03, 2017",0.9218700000000001,0.997612,0.8931110000000001,0.9286399999999999,245600,49324500
"Nov 04, 2017",0.9227540000000001,1.04,0.8851950000000001,1.02,370672,49391800
"Nov 05, 2017",1.02,1.08,0.9072379999999999,0.9754809999999999,308894,54564100
"Nov 06, 2017",0.961093,1.07,0.915768,0.957094,260689,51485300
"Nov 07, 2017",0.955559,1.0,0.948734,0.9692870000000001,123254,51209400
"Nov 08, 2017",0.95868,1.12,0.9296639999999999,1.09,464633,51397200
"Nov 09, 2017",1.07,1.17,1.03,1.15,423775,57564500
"Nov 10, 2017",1.16,1.18,0.9591350000000001,1.03,328065,62092700
"Nov 11, 2017",1.02,1.09,0.95399,1.04,319950,54817800
"Nov 12, 2017",1.04,1.05,0.807982,0.8602420000000001,433985,55920900
"Nov 13, 2017",0.877657,0.9932030000000001,0.866682,0.9577629999999999,238078,47146300
"Nov 14, 2017",0.959791,1.03,0.9319649999999999,0.9700110000000001,220194,51578900
"Nov 15, 2017",0.959037,1.03,0.939833,0.984043,200845,51558500
"Nov 16, 2017",0.987405,1.05,0.9167780000000001,0.926765,295036,53104600
"Nov 17, 2017",0.926207,1.22,0.912753,1.06,431046,49832600
"Nov 18, 2017",1.06,1.18,0.9741350000000001,1.08,411873,57098100
"Nov 19, 2017",1.06,1.08,1.02,1.03,170740,56956100
"Nov 20, 2017",1.03,1.22,1.0,1.01,707789,55274500
"Nov 21, 2017",1.01,1.08,0.9618450000000001,1.01,308855,54624300
"Nov 22, 2017",1.02,1.07,1.0,1.02,294309,55087400
"Nov 23, 2017",1.02,1.7,1.02,1.44,2502290,55258200
"Nov 24, 2017",1.33,2.08,1.16,1.63,11113400,71580800
"Nov 25, 2017",1.68,1.78,1.49,1.54,5478260,90814600
"Nov 26, 2017",1.55,1.56,1.36,1.44,2144110,83909600
"Nov 27, 2017",1.42,1.51,1.36,1.43,1122850,76661500
"Nov 28, 2017",1.43,1.45,1.3,1.3,836867,77262400
"Nov 29, 2017",1.3,1.63,1.14,1.14,1650700,70443100
"Nov 30, 2017",1.15,1.47,1.12,1.4,1092720,62284400
"Dec 01, 2017",1.39,1.56,1.29,1.53,566652,75323300
"Dec 02, 2017",1.52,1.58,1.47,1.47,545670,81996100
"Dec 03, 2017",1.48,1.59,1.35,1.44,483147,79888700
"Dec 04, 2017",1.44,1.87,1.43,1.72,1368170,78094500
"Dec 05, 2017",1.72,2.44,1.7,1.83,6097360,93180700
"Dec 06, 2017",1.83,2.06,1.71,1.81,2945060,99009100
"Dec 07, 2017",1.8,2.05,1.72,1.76,1599790,97619400
"Dec 08, 2017",1.79,1.92,1.59,1.86,978571,97347700
"Dec 09, 2017",1.78,2.56,1.72,2.39,2536800,96584000
"Dec 10, 2017",2.39,2.43,1.93,2.19,3406970,129961000
"Dec 11, 2017",2.16,2.45,2.1,2.3,1084050,117384000
"Dec 12, 2017",2.3,2.58,2.25,2.47,1213530,125211000
"Dec 13, 2017",2.47,3.08,2.38,2.79,3661090,134122000
"Dec 14, 2017",2.78,3.29,2.63,3.2,2682170,151089000
"Dec 15, 2017",3.2,4.06,2.83,4.03,7751370,173778000
"Dec 16, 2017",4.01,4.08,3.58,3.83,4327430,218083000
"Dec 17, 2017",3.8,4.25,3.63,3.72,2727650,207025000
"Dec 18, 2017",3.72,4.26,3.57,4.26,2064440,202664000
"Dec 19, 2017",4.27,4.31,3.62,3.91,2435640,232329000
