Date,Open,High,Low,Close,Volume,Market Cap
"Jan 01, 2017",0.000531,0.000575,0.000529,0.000536,4816,885574
"Jan 02, 2017",0.000536,0.000582,0.00053,0.000572,2625,895368
"Jan 03, 2017",0.000562,0.000599,0.000542,0.000583,7747,939776
"Jan 04, 2017",0.000583,0.000647,0.0005690000000000001,0.0006230000000000001,8497,974882
"Jan 05, 2017",0.000624,0.0006309999999999999,0.00047999999999999996,0.000536,10636,1043710
"Jan 06, 2017",0.000537,0.000563,0.00047000000000000004,0.000487,3517,898725
"Jan 07, 2017",0.000487,0.000523,0.00044,0.000518,10706,815867
"Jan 08, 2017",0.000526,0.000566,0.000504,0.0005269999999999999,10354,881658
"Jan 09, 2017",0.000528,0.000536,0.0004969999999999999,0.000518,5011,885107
"Jan 10, 2017",0.000518,0.000542,0.0005070000000000001,0.0005200000000000001,4851,867945
"Jan 11, 2017",0.0005200000000000001,0.000545,0.000446,0.00045700000000000005,7802,872372
"Jan 12, 2017",0.00045599999999999997,0.00048300000000000003,0.00043200000000000004,0.000475,4961,765484
"Jan 13, 2017",0.000475,0.0005639999999999999,0.00045999999999999996,0.000543,25463,797084
"Jan 14, 2017",0.000544,0.000579,0.000533,0.000549,10922,913265
"Jan 15, 2017",0.000549,0.000609,0.000536,0.000599,9468,922243
"Jan 16, 2017",0.000599,0.000615,0.000557,0.00056,10171,1006930
"Jan 17, 2017",0.0005679999999999999,0.000593,0.000543,0.0005740000000000001,8734,954664
"Jan 18, 2017",0.000573,0.000573,0.000505,0.000516,5723,963584
"Jan 19, 2017",0.0005200000000000001,0.000585,0.0005070000000000001,0.000572,8642,875587
"Jan 20, 2017",0.0005639999999999999,0.000582,0.000525,0.0005740000000000001,9607,950807
"Jan 21, 2017",0.0005740000000000001,0.00062,0.000567,0.00059,10217,966727
"Jan 22, 2017",0.00059,0.000621,0.0005780000000000001,0.0006129999999999999,8890,995232
"Jan 23, 2017",0.000614,0.0006309999999999999,0.00057,0.00059,10843,1035670
"Jan 24, 2017",0.000589,0.000593,0.000553,0.0005690000000000001,6588,994782
"Jan 25, 2017",0.0005769999999999999,0.000586,0.000552,0.00056,6577,974402
"Jan 26, 2017",0.00056,0.000576,0.000535,0.000557,15190,946582
"Jan 27, 2017",0.000551,0.0007700000000000001,0.000537,0.000704,120592,931731
"Jan 28, 2017",0.000727,0.000745,0.000682,0.0007030000000000001,24645,1230060
